title,author,publisher,publication_year,call_number,ISBN
아랍 단편소설선,압듈 아지즈 가르몰;아민 살리흐;모하메드 딥;나지와 빈샤트완;와지디 알 아달;바쌈 샴셀딘;살와 바크르;핫,글누림,2011,897.7 가296아,9788963271392
(원전주해)이육사 시전집,이육사 원저;박현수 저,예옥,2008,811.6 이96이,9788993241013
옛시가 있는 에세이,정진권 지음,범우사,2006,814.6 정65옛,9788908033047
현진건 단편 전집,현진건 지음,가람기획,2006,813.6 현65현,9788984352636
김명순 전집,맹문재 엮음,현대문학,2009,810.81 맹36김,9788972755142
지리산의 봄,고정희 지음,문학과지성사,2010,811.6 고62지,9788932003238
박목월 시전집,박목월 지음;이남호 엮음·해설,민음사,2010,811.6 박35박,8937406721
사랑의 기쁨,문정희 지음,시월,2010,811.6082 문62사,9788993684070
가려 뽑은 우리 시조,신연우 지음,현암사,2004,811.36 신94가,9788932312576
상화 시편,고은 지음,창비(창작과비평사),2011,811.6 고96상,9788936427214
꿀잠,송경동 지음,삶이보이는창,2011,811.6 송14꿀,8990492262
당금애기 바리데기,최원오 글;이선주 그림,현암사,2010,813.5 최98당,9788932315652
맛,뮈리엘 바르베리 지음;홍서연 옮김,민음사,2011,863 바296맛,9788937490521
나를 보내지 마,"가즈오, 이시구로 지음;김남주 옮김",민음사,2011,843 가64나,9788937490033
녹턴,가즈오 이시구로 지음;김남주 옮김,민음사,2010,843 가64녹,9788937490361
핏빛 자오선,코맥 매카시 지음;김시현 옮김,민음사,2010,843 매672핏,9788937490064
위로받지 못한 사람들. 1,"가즈오, 이시구로 지음;김석희 옮김",민음사,2011,843 가64위 v.1,9788937490538
파피용,베르나르 베르베르 지음;뫼비우스 그림;전미연 옮김,열린책들,2012,863 베296피,9788932907741
(김탁환의) 쉐이크,김탁환 지음,다산책방,2011,802 김682쉐,9788963706344
키친,요시모토 바나나 지음;김난주 옮김,민음사,2011,833.6 요57키,9788937490057
명예,다니엘 켈만 지음;임정희 옮김,민음사,2011,853 켈32명,9788937490415
엄청나게 시끄럽고 믿을 수 없게 가까운,조너선 사프란 포어 지음;송은주 옮김,민음사,2008,843 포93엄2,8937490040
위로받지 못한 사람들. 2,"가즈오, 이시구로 지음;김석희 옮김",민음사,2011,843 가64위 v.2,9788937490545
형사 실프와 평행 우주의 인생들,율리 체 지음;이재금;이준서 옮김,민음사,2010,853 체96형,9788937490385
남아 있는 나날,"가즈오, 이시구로 지음;송은경 옮김",민음사,2011,843 가64남,9788937490347
미래자서전으로 꿈을 디자인하라,임재성 지음,랜덤하우스코리아,2011,199.5 임65미,9788925542034
얼음나무 숲,하지은 지음,로크미디어,2011,813.6 하65얼,9788925704135
(일본어 독해가 즐거워지는) 이솝우화. 4,황금자 지음;유승진 그림,동양문고,2009,737 일45동 v.4,9788983006363
(일본어 독해가 즐거워지는) 한국 전래 동화. 3,황금자 지음,동양문고,2009,737 일45동 v.3,9788983006356
대한민국 영어천재들의 비밀노트,박영준 지음,두앤비컨텐츠,2008,740.7 박64대,9788925530420
우리말 소반다듬이,권오운 지음,문학수첩,2011,802.041 권95우,9788983924216
우리말 필살기,공규택 지음,추수밭,2010,711.2 공16우 c.3,9788992355605
우리말 필살기,공규택 지음,추수밭,2010,711.2 공16우 c.2,9788992355605
한글의 탄생,노마 히데키 지음;김진아;김기연;박수진 [공]옮김,돌베개,2011,711.2 노32한,9788971994443
로스트 심벌. 2,댄 브라운 지음;안종설 옮김,문학수첩,2010,843 브292로 v.2 c.2,9788983923394
여자를 증오한 남자들. 1,스티그 라르손 지음;임호경 옮김,뿔(웅진),2011,859.7 라296여 v.1-1,9788901116150
(골수팬과 예비선수를 위한)축구 전술 필드가이드,장 방스보;비르예르 페테르센 지음;김태훈 옮김,보누스,2010,695.4 방56축,9788964940051
축구란 무엇인가,크리스토프 바우젠바인 지음;김태희 옮김,민음인,2010,695.4 바66ㅊ,9788994210254
축구 아는 여자,이은하 지음,나무[수:],2010,695.4 이67ㅊ,9788994030142
(축구의 메시아)메시,루카 카이올리 지음;강세황;김민섭 옮김,중앙생활사,2010,695.4099 카68ㅁ,9788961410656
춤추는 축구,구경모;임두빈;차경미;안태환;김영철 [공]지음,이담북스,2011,695.4 구14ㅊ,9788926824429
퓰리처상 사진,핼 부엘 지음;박우정 옮김,현암사,2012,070.423 부98퓰,9788932316024
나를 세우는 옛 그림,손태호 지음,아트북스,2012,609.11 손883ㄴ,9788961961011
(딸과 함께 떠나는) 건축여행. 2,이용재 지음,플러스문화사,2008,610.92 이65ㄱ v.2,9788995596685
(딸과 함께 떠나는) 건축여행. 3,이용재 지음,플러스문화사,2007,610.92 이65ㄱ v.3,9788995596678
(딸과 함께 떠나는) 건축여행. 1,이용재 지음,멘토프레스,2008,610.92 이65ㄱ v.1,9788995855263
"소년, 갯벌에서 길을 묻다",윤현석 지음,뜨인돌,2011,539.9811 윤94ㅅ,9788958073505
"식객, 팔도를 간다. 6: 경상 편",허영만 취재·글·그림;이호준 취재·글,김영사,2012,594.51 허64ㅅ v.6,9788934955986
"(食客) 식객, 팔도를 간다. 5: 경기 편",허영만;이효준 지음,김영사,2010,594.51 허64ㅅ v.5,9788934941958
"(食客) 식객, 팔도를 간다. 4: 서울 편",허영만;이효준 지음,김영사,2011,594.51 허64ㅅ v.4,9788934947219
"(食客) 식객, 팔도를 간다. 3: 전남편",허영만;이효준 지음,김영사,2011,594.51 허64ㅅ v.3,9788934954569
"(食客) 식객, 팔도를 간다. 2: 강원 편",허영만;이효준 지음,김영사,2011,594.51 허64ㅅ v.2,9788934950714
"(食客) 식객, 팔도를 간다. 1: 전북편",허영만;이효준 지음,김영사,2011,594.51 허94식 v.1,9788934954552
(3개월에 12kg 빼주는)살잡이 까망콩,정주영 지음,국일미디어,2010,517.52 정76ㅅ,9788974255398
다이어트 홈 카페 120,이진호 지음,부즈펌,2012,594.675 이78ㄷ,9788994545325
야구 아는여자,김정란 지음,백도씨,2011,695.7 김74ㅇ,9788994030654
야구의 정석,넥센 히어로즈 지음,위즈덤스타일,2011,695.7 넥54ㅇ,9788996706618
야구장 습격사건,오쿠다 히데오,동아일보사,2009,838 오676야,9788970907345
한국인 프리미어리거 영웅전,홍재민;조한복 지음,브레인스토어,2012,695.4099 홍73ㅎ,9788994194264
사진학 강의,바바라 런던;짐 스톤;존 업튼 지음;조윤철 옮김,포토스페이스,2011,660.1 런24ㅅ,9788985511872
(만화)원미동 사람들. 1,양귀자 원작;변기현 글·그림,북스토리,2012,C 813.6 양18원 v.1,9788993480818
(만화)원미동 사람들. 2,양귀자 원작;변기현 글·그림,북스토리,2012,C 813.6 양18원 v.2,9788993480825
지구를 위한 다이어트 혁명,애나 라페 지음;김승진 옮김,이후,2011,539.9 애192ㅈ,9788961570527
최고의 요리,안세경 지음,동녘라이프(친구미디어),2012,594.5 안54ㅊ c.2,9788990514561
헤르트비히가 들려주는 성과 사랑 이야기,이흥우 지음,자음과모음,2011,408 과92자2 v.126,9788954422291
동물을 먹는다는 것에 대하여,조너선 사프란 포어 지음;송은주 옮김,민음사,2011,517.54 포64ㄷ,9788937483882
기후대전,귄 다이어 지음;이창신 옮김,김영사,2011,539.92 다97기,9788934954965
방랑식객,SBS스페셜 제작팀 지음,문학동네,2011,594.504 S276ㅂ c.2,9788954615587
"마을, 생태가 답이다",박원순 지음,검둥소,2012,331.4 박98마,9788980403578
방랑식객,SBS스페셜 제작팀 지음,문학동네,2011,594.504 S276ㅂ,9788954615587
"패션, 문화를 말하다",이재정;박신미 지음,예경,2011,592.011 이73ㅍ,9788970844619
최고의 요리,안세경 지음,동녘라이프(친구미디어),2012,594.5 안54ㅊ,9788990514561
밥상머리의 작은 기적,SBS스페셜제작팀 지음,리더스북,2010,598.5 S276ㅂ,9788901105406
(청소년이 꼭 알아야 할)향기로운 우리 꽃 220,정진완 지음,혜지원,2011,481.9911 정65향,9788983796875
(불확정성의 원리에서 '무한대 해'의 난제까지 한 권으로 충분한) 양자론,다케우치가오루 지음;김재호;이문숙 옮김,전나무숲,2010,420.13 다678양,9788991373822
차라리 수학공부 하지 마라,안슬기 지음,쌤앤파커스,2012,410.7 안57차,9788965700623
생물다양성은 우리의 생명,최재천;신현철;박상규;조도순;권오상;조경만;노태호 지음,궁리,2010,472.5 생36,9788958202059
생태계,카를로 론디니니 지음;잔 파올로 팔레스키니 그림,사계절,2006,472.5 론27생 c.2,8958281480
과학자처럼 사고하기,린 마굴리스;에두아르도 푼셋 [공]엮음;김선희 옮김,이루,2012,404 마16과,9788993111064
체육 시간에 과학 공부하기,전영석;홍준의 지음,웅진주니어,2011,404 전94체,9788901118024
꽃은 어떻게 세상을 바꾸었을까?,윌리엄 C. 버거 지음;채수문 옮김,바이북스,2010,481.508 버13꽃,9788992467322
생명의 역사,크리스티아노 베르톨루치 지음;박종대 옮김,사계절,2006,476 베297생,9788958281498
플러그를 뽑으면 지구가 아름답다,후지무라 야스유키 지음;장석진 옮김,북센스,2011,563.13 후78ㅍ,9788993746051
자연 관찰일기,클레어 워커 레슬리;찰스 E. 로스 [같이] 지음;박현주 옮김,검둥소,2008,409.8 레56자,9788980403301
야생의 푸른 불꽃  알로 레오폴드,메리베드 로비엑스키 지음;작은 우주 옮김,달팽이,2004,539.98099 로48ㅇ,8990706076
인체기행,권오길 지음,지성사,2010,471.5 권65인,9788978892261
숲의 서사시,존 펄린 지음;송명규 옮김,따님,2010,526.09 펄298ㅅ,8985277413
동물의 역습,마크 롤랜즈 저;윤영삼 옮김,달팽이,2004,491.508 롤298동,8990706068
기후변화의 먹이사슬,베른하르트 푀터 지음;정현경 옮김,이후,2011,321.3 푀683기,9788961570510
리비히가 들려주는 탄소 화합물 이야기,박국태 지음,자음과모음,2010,408 과92자2 v.112,9788954422154
쿤이 들려주는 과학 혁명의 구조 이야기,곽영직 지음,자음과모음,2010,408 과92자2 v.113,9788954422161
오언이 들려주는 공룡 이야기,허민 지음,자음과모음,2010,408 과92자2 v.110,9788954422130
베르티용이 들려주는 과학 수사 이야기,최상규 지음,자음과모음,2011,408 과92자2 v.123,9788954422260
뉴턴 역학과 만유인력,뉴턴코리아 편집부 엮음;강금희 번역,뉴턴코리아,2011,408 뉴683 v.9,9788955378351
도형으로 배우는 수학,뉴턴코리아편집부 지음;강금희 번역,뉴턴코리아,2010,408 뉴683 v.82,9788955378344
수학퍼즐과 논리 패러독스,곤노 노리오 외 지음,뉴턴사이언스,2014,408 뉴683 v.84,9788955378436
태양광 발전,뉴턴코리아편집부 지음;강금희 번역,뉴턴코리아,2010,563.756 뉴884ㅌ,9788955378290
생물 다양성,오바라 히데오;가네코 노부히로;고사카 류;마쓰이 다카후미;오구시 다카유키;히구치 히로요시 집필;강금희,뉴턴코리아,2011,408 뉴683 v.33,9788955378429
지구,뉴턴코리아 [편집];강금희 번역,뉴턴코리아,2011,408 뉴683 v.58,9788955378382
지구 온난화,뉴턴코리아편집부 지음;강금희 번역,뉴턴코리아,2009,408 뉴683 v.56,9788955377910
아빠와 함께 수학을,강석진 지음,문학동네,2011,410.4 강54아,9788954615884
미적분 다이어리,제니퍼 울렛 지음;박유진 옮김,자음과모음,2011,414.1 울298미,9788954427050
물리학의 최전선,아닐 아난타스와미 지음;김연중 옮김,휴먼사이언스,2011,420.7 아192물,9788958624196
사라진 스푼,샘 킨 지음;이충호 옮김,해나무,2011,435 킨53스,9788956055510
통섭의 식탁,최재천 지음,명진출판사,2012,029.1 최65통,9788976777171
판도라 지구 미션 11,신규진 지음,우리교육,2011,450 신16판,9788980409426
2천년 식물 탐구의 역사,애너 파보르드 지음;구계원 옮김,글항아리,2011,481 파45이,9788993905755
시간을 빼앗긴 사람들,틸 뢰네베르크 지음;유영미 옮김,추수밭(청림출판),2011,472.1882 뢰194시,9788992355742
농부로부터,이태근;천호균 말;이인경 정리,궁리,2011,522.65 이883ㄴ,9788958202233
법과학,Edward Ricciuti 지음;유제설 옮김,이치사이언스,2010,517.96 리493법,9788991215283
조복성 곤충기,조복성 지음;황의웅 엮음;이제호 그림;윤일병;배연재 해제,뜨인돌,2011,495.2 조45조,9788958072577
건강의 적들,안네테 자베르스키;외르크 지틀라우 지음;신혜원 옮김,열대림,2011,517.5 자44ㄱ c.3,9788990989475
거의 모든 것의 탄소 발자국,마이크 버너스리 지음;노태복 옮김,도요새,2011,539.92 버194ㄱ,9788989831716
(문화로 읽는 십이지신 이야기)뱀,이어령 편집,열림원,2011,388.091 이93뱀,9788970637105
미디어 씹어먹기,브룩 글래드스톤 글;조시 뉴펠드 그림;권혁 옮김,돋을새김,2012,331.5 글298미,9788961670876
나는 대한민국의 행복한 교사다,이영미,도토리창고,2012,370.4 이94나,9788990449856
(문화로 읽는 십이지신 이야기)말,이어령 편집,열림원,2011,388.091 이93말,9788970637204
검사 그만뒀습니다,오원근 지음,문학동네,2011,818 오98검,9788954616355
찌아찌아 마을의 한글 학교,정덕영 지음,서해문집,2011,818 정23찌,9788974834913
분노하라,스테판 에셀 지음;임희근 옮김,돌베개,2011,342 에58분,9788971994290
고3이 고1에게,이우진 지음,예문,2011,373.4 이66ㄱ,9788956591698
"쫄지마, 형사절차!",민주사회를위한변호사모임 지음,사람생각,2009,367.4 민64쫄,9788988686515
QR code,김선태...[등]지음,성안당,2011,567.673 김54,9788931575057
만물은 서로 돕는다,P. A. 크로포트킨 지음;김영범 옮김,르네상스,2005,331.1 크295만,9788990828286
사랑의 돌봄은 기적을 만든다,김수지 지음,비전과리더십,2011,818 김56사,9788990984814
사회적 자본,KBS&lt사회적 자본&gt제작팀 지음,문예춘추사,2011,331 케97사 c.2,9788976040763
"말해요, 찬드라",이란주 지음,삶이보이는창,2003,321.544 이292말,9788990492067
100개 만으로 살아보기,데이브 브루노,청림출판,2012,321.89 브296백,9788935209125
서재 결혼 시키기,앤 패디먼 지음;정영목 옮김,지호,2003,844 패27서,9788986270716
10대들의 사생활,데이비드 월시 지음;곽윤정 옮김,시공사,2011,598.1 월58,9788952763204
니치,제임스 하킨 지음;고동홍 옮김,더숲,2012,325.5 하677니,9788994418346
(생각의 속도와 논리의 차원이 다른) 대립토론,박보영 지음,행간,2011,802.53 박45대,9788992714662
이인혜의 꿈이 무엇이든 공부가 기본이다!,이인혜 지음,살림Friends,2010,373.4 이97이,9788952214317
(존 가트맨·최성애 박사의)내 아이를 위한 감정코칭,존 가트맨;최성애;조벽 [공]지음,한국경제신문,2011,598.1 가686내,9788947527897
