title,author,publisher,publication_year,call_number,ISBN
숙론,최재천 지음,김영사,2024,802.5 최65ㅅ,9788934950196
피크아웃 코리아,채상욱;김정훈 [공]지음,커넥티드그라운드,2024,321.93 채52ㅍ,9791198739704
죽은 교사의 사회,차승민 지음,케렌시아,2014,370.1 차56ㅈ,9791198524317
착한 소셜미디어는 없다,조현수 지음,리마인드,2023,331.65 조74ㅊ,9791197963711
(39세에 돈 걱정 없는 노후를 완성한 월급쟁이 부자의)ETF 사용설명서,제이투 지음,여의도책방,2024,327.856 제97ㅇ,9791198701022
흔들리지 않는 학급운영의 비밀,정호중 지음,박영story(피와이메이트),2022,372.2 정75ㅎ,9791165192303
21세기 국제질서 맥락으로 이해하기,정하늘 지음,국제법질서연구소,2023,349.11 정72ㅇ,9791198411907
연금에 대해 말하지 않는 것들,전혜원;오건호 [공]지음,서해문집,2024,328.51 전78ㅇ,9791192988450
시민의 정치학,임춘한 지음,박영사,2024,340 임666ㅅ,9791130319674
일할 사람이 사라진다,이철희 지음,위즈덤하우스,2024,320.911 이663ㅇ,9791171712014
돌봄의 사회학,우에노지즈코 지음;조승미;이혜진;공영주 [공]옮김,오월의봄,2024,338.61 우98ㄷ,9791168731035
뉴스로 키우는 경제 지능,연유진 지음;이한아 그림,판퍼블리싱,2023,320 연96ㄴ,9791198360007
복지의 원리,양재진 지음,한겨레(한겨레엔),2023,338.15 양65ㅂ,9791160405699
우리에겐 논쟁이 필요하다,아리안 샤비시 지음;이세진 옮김,교양인,2024,193 샤47ㅇ,9791193154274
어떻게 민주주의는 무너지는가,스티븐 레비츠키;대니얼 지블랫 [공]지음;박세연 옮김,어크로스,2018,340.22 레47ㅇ c.2,9791160560589
어떻게 극단적 소수가 다수를 지배하는가,스티븐 레비츠키;대니얼 지블랫 지음;박세연 옮김,어크로스,2024,340.22 레47어,9791167741509
자본의 성별,셀린 베시에르;시빌 골라크 [공]지음;이민경 옮김,arte(북이십일),2024,337.2 베57ㅈ,9791171174560
계급 천장,샘 프리드먼;대니얼 로리슨 [공]지음;홍지영 옮김,사계절,2024,332.6 프297ㄱ c.2,9791169811859
정치는 왜 실패하는가,벤 앤셀 지음;박세연 옮김,한국경제신문(한경BP),2024,340.942 앤58ㅈ,9788947549448
아이는 무엇으로 자라는가,버지니아 사티어 지음;강유리 옮김,포레스트북스(콘텐츠그룹 포레스트),2023,598.1 사687ㅇ c.3,9791193506202
질문에 관한 질문들,백희정 지음,노르웨이숲,2023,004.73 백78ㅈ,9791197791765
마포주공아파트,박철수 지음,마티,2024,549.782 박663ㅁ,9791190853545
(처음 시작하는)정치 공부,박정원 지음,지노,2024,340 박62ㅈ,9791190282987
친애하는 슐츠 씨,박상현 지음,어크로스,2024,331.541 박52ㅊ,9791167741523
어느 날 내가 중독에 빠진다면,마쓰모토도시히코 지음;김지윤 옮김,우리학교,2023,513.93 마886ㅇ,9791167550941
(데일 카네기)자기 관리론,데일 카네기 지음;유광선;김광수;장비안 [공]역,와일드북(한국평생교육원),2022,189 카198ㅈ,9791192412351
사람을 안다는 것,데이비드 브룩스 지음;이경식 옮김,웅진지식하우스(웅진씽크빅),2024,189.2 브296ㅅ c.2,9788901280776
국어 잘하는 아이가 이깁니다,나민애 지음,김영사,2024,375.471 나37ㄱ,9788934965404
자살하는 대한민국,김현성 지음,사이드웨이,2024,334.5 김74ㅈ,9791191998290
(10대를 위한) 총균쇠 수업,김정진 지음,넥스트씨,2023,389 김74ㅊ c.2,9791198026811
촉법소년 살인해도 될까요?,김성호 글;고고핑크 그림,천개의바람,2023,364 김53ㅊ,9791165734145
전략적 사고의 11가지 법칙,김성준 지음,포르체,2024,325.24 김53ㅈ,9791193584408
디지털 소양을 위한 미디어 리터러시 교육,김대희 외 지음,태학사,2024,373.33 김28ㄷ,9791168102514
프로보커터,김내훈 지음,서해문집,2021,331.1 김198ㅍ,9791190893541
미디어 리터러시 교육 어떻게 할 것인가?,권영부 지음,지식프레임,2021,373.33 권94ㅁ,9788994655000
뉴딜과 신자유주의,게리 거스틀 지음;홍기빈 옮김,arte(북이십일),2024,340.221 거56ㄴ,9791171175567
(2500년 동안 사랑받은)초역 부처의 말,코이케류노스케 지음;박재현 옮김,포레스트북스(콘텐츠그룹 포레스트),2024,224.3 코97ㅊ,9791193506516
신화의 숲,김헌 지음,포레스트북스,2024,219.2 김73ㅅ,9791193506448
철학자들의 토론회,하타케야마소우 지음;타키 레이 그림;김진아 옮김,프런티어,2023,104 하682ㅊ,9788947549233
당신의 인생에서 꼭 한번은 맹자를 만나라,판덩 지음;김가경 옮김,이든서재,2024,148.4 판23ㄷ,9791198632623
프레임,최인철 지음,21세기북스(북이십일),2021,189 최97프2,9788950994518
양수인간,최설민 지음,북모먼트(책읽어주는남자),2024,189 최53ㅇ,9791193937006
우리는 헤어짐에 얼마나 서투른가,주디스 바이올스트 지음;오혜경 옮김,빌리버튼,2023,189.1 바97ㅇ,9791192999036
"오십, 나는 재미있게 살기로 했다",이서원 지음,나무사이,2024,818 이53ㅇ,9791198721815
나는 오늘 칸트를 만나 행복해졌다,이라야 지음,알토북스,2024,165.21 이292ㄴ,9791198621467
사랑 수업,윤홍균 지음,심플라이프,2020,189.2 윤75ㅅ,9791186757666
소중한 사람을 소중하게 대하는 법,윌리엄 V. 피치 지음;김경영 옮김,지식노마드,2022,189.2 피667ㅅ c.2,9791192248028
사람을 안다는 것,데이비드 브룩스 지음;이경식 옮김,웅진지식하우스(웅진씽크빅),2024,189.2 브296ㅅ,9788901280776
감정의 이해,엠마 헵번 지음;김나연 옮김,포레스트북스(콘텐츠그룹 포레스트),2024,181.7 헵43ㄱ,9791193506455
행복의 기원,서은국 지음,21세기북스(북이십일),2024,181.71 서96ㅎ,9791171175864
간지서당,박장금 지음,북드라망,2023,148.3 박62ㄱ,9791192128399
나를 소모하지 않는 현명한 태도에 관하여,마티아스 뇔케 지음;이미옥 옮김,퍼스트펭귄,2024,199.1 뇔678ㄴ c.2,9791198682505
평범하여 찬란한 삶을 향한 찬사,마리나 반 주일렌 지음;박효은 옮김,FIKA(피카),2024,199.1 주97ㅍ,9791193866030
내 언어의 한계는 내 세계의 한계이다,김종원 지음,Mindset(바이포엠 스튜디오),2024,164.59 김63ㄴ,9791194072003
"열다섯, 심리학이 필요한 순간",김기환 지음,탐(토토북),2022,183.3 김17ㅇ,9788964964804
마흔에 읽는 쇼펜하우어,강용수 지음,유노북스(유노콘텐츠그룹),2023,165.47 강95ㅁ,9791192300818
OpenAI API와 파이썬으로 나만의 챗GPT 만들기,후루카와쇼이치;오기와라 유이 [공]지음;최용 옮김,위키북스,2024,004.73 후296ㅇ,9791158395186
제가 쓰는 챗GPT는 당신이 쓰는 챗GPT와 전혀 다릅니다,허민 지음,리코멘드,2024,004.73 허37ㅈ,9791198364272
챗GPT 교사 마스터 플랜,한민철 지음,책바세,2023,373.33 한37ㅊ,9791198325730
"지적 대화를 위한 넓고 얕은 지식. 2: 현실너머 - 철학, 과학, 예술, 종교, 신비",채사장 지음,Whale Books(웨일북),2020,001.3 채52지2 v.2,9791190313193
"지적 대화를 위한 넓고 얕은 지식. 1: 현실편 - 역사, 경제, 정치, 사회, 윤리",채사장 지음,Whale Books(웨일북),2020,001.3 채52지2 v.1,9791190313186
(처음 배우는)딥러닝 챗봇,조경래 지음,한빛미디어,2020,004.73 조14ㄷ,9791162243541
노션 덕후의 놀라운 꿀팁 아카이브,전소라 지음,비제이퍼블릭,2024,005.58 전55ㄴ c.2,9791165922689
노션 덕후의 놀라운 꿀팁 아카이브,전소라 지음,비제이퍼블릭,2024,005.58 전55ㄴ,9791165922689
"(하루 3분,)세상에서 가장 쉬운 IT 수업",장종원 지음,루비페이퍼,2024,004 장63ㅅ,9791193083109
(챗GPT API를 활용한)챗봇 만들기,이승우 지음,한빛미디어,2024,004.73 이56ㅊ,9791169212182
(프롬프트 엔지니어링으로)인공지능 제대로 일 시키기,이규남;조우진;김동민 [공]지음,Jpub(제이펍),2023,004.73 이16ㅇ,9791192987590
제가 만든 GPT는 당신이 만든 GPT와 전혀 다릅니다,유호석 지음,Re:commend(리코멘드),2024,004.73 유75ㅈ,9791198364296
가장 쉬운 독학 노션 첫걸음,원정민 지음,동양북스,2023,005.58 원62ㄱ,9791157689927
"독서로 여는 첫 AI 수업, 노벨 엔지니어링",송해남 외 지음,프리렉,2023,029.8 송78ㄷ,9788965403548
부모의 독서가 시작되면 아이의 미래가 달라집니다,박근모 지음,로북,2024,029.8 박16ㅂ,9791197441141
그림으로 이해하는 알고리즘,이시다모리테루;미야자키 슈이치 [공]지음;이동규 옮김,길벗,2024,004.73 이57ㄱ,9791140709403
만들면서 배우는 생성 AI,데이비드 포스터 지음;박해선 옮김,한빛미디어,2023,004.73 포56ㅁ,9791169211437
(코딩 자율학습)나도코딩의 파이썬 입문,나도코딩 지음,길벗,2023,005.133 나25ㄴ,9791140703302
(개념 이해로 시작하기 좋은)최고의 프롬프트 엔지니어링 강의,김진중 지음,리코멘드,2024,004.73 김65ㅊ,9791194084006
노션 저널,김지혜(차곡차곡) 지음,아이콕스,2024,005.58 김65ㄴ,9791164262458
챗GPT로 만나는 내:일,김영광;챗GPT [공]글;미드저니 그림,풀빛,2023,321.55 김94ㅊ,9791161728841
(누구나 쉽게 캔바Canva로 끝내는)콘텐츠 디자인,김민아(캔바 아몬드) 지음,Jpub(제이펍),2024,005.565 김37ㅋ,9791192987903
챗봇 2025,김덕진;서승완 [공]지음,스마트북스,2024,004.73 김23ㅊ,9791193674123
청소년을 위한 두 글자 인문학,김경윤 외 지음,지노,2023,001.3 김14ㅊ,9791190282956
식물 분류학 개론,김재근 지음,라이프사이언스,2022,481 김65ㅅ,9788961543897
(일상이 고고학)나 혼자 백자 여행,황윤 지음,책읽는고양이,2023,631.211 황96ㄴ c.2,9791192753072
(일상이 고고학)나 혼자 가야 여행,황윤 지음,책읽는고양이(리수),2021,911.03 일52 v.3,9791186274804
(일상이 고고학)나 혼자 분청사기 여행,황윤 지음,책읽는고양이(리수),2023,911.03 일52 v.8,9791192753027
(일상이 고고학)나 혼자 강원도 여행,황윤 지음,책읽는고양이(리수),2022,911.03 일52 v.7,9791186274989
(일상이 고고학)나 혼자 국립중앙박물관,황윤 지음,책읽는고양이(리수),2022,911.03 일52 v.6,9791186274897
(일상이 고고학)나 혼자 전주 여행,황윤 지음,책읽는고양이(리수),2022,911.03 일52 v.5,9791186274927
(일상이 고고학)나 혼자 제주 여행,황윤 지음,책읽는고양이(리수),2021,911.03 일52 v.4,9791186274873
(일상이 고고학)나 혼자 경주 여행. 1,황윤 지음,책읽는고양이(리수),2020,911.03 일52 v.2,9791186274637
(일상이 고고학)나 혼자 경주 여행. 2: 만파식적편,황윤 지음,책읽는고양이,2023,911.03 일52 v.9,9791192753065
(일상이 고고학)나 혼자 백제 여행,황윤 지음,책읽는고양이(리수),2020,911.03 일52 v.1,9791186274620
당일치기 조선여행,트래블레이블 지음,노트앤노트,2024,981.102 트298ㄷ,9791197880452
대한민국 완전정복 가이드북,태원준 지음,디스커버리미디어,2023,981.102 태98ㄷ,9791188829378
(에이든)세계지도로 세계여행 계획하기,이정기;타블라라사 편집팀 [공]저,타블라라사,2023,980.24 이62ㅅ,9791190073356
포스터로 본 일제강점기 전체사,최규진 지음,서해문집,2023,911.06 최16ㅍ,9791192988368
세상에서 가장 짧은 독일사,제임스 호즈 지음;박상진 옮김,진성북스,2023,925 호64ㅅ,9788997743599
1945년 해방 직후사,정병준 지음,돌베개,2023,911.071 정44ㅊ,9791192836485
나의 첫 지정학 수업,전국지리교사모임 지음,탐(토토북),2023,980 전16ㄴ c.2,9788964965092
러시아는 무엇이 되려 하는가,임명묵 지음,프시케의숲,2023,309.129 임34ㄹ,9791189336660
(BT21 Tripful)서울,이지앤북스편집부 지음,Easy＆books(이지앤북스),2023,980.2 이65ㅅ,9791191657128
18세기의 세책사,이민희 지음,문학동네,2023,013.1 이37ㅅ,9788954694568
물질의 세계,에드 콘웨이 지음;이종인 옮김,인플루엔셜,2024,389 콘98ㅁ,9791168341746
"혐오와 왜곡, 감정싸움 없이 한국사를 이야기하는 법",심용환 지음,휴머니스트,2023,911.07 심95ㅎ,9791160809992
"괜찮아, 그 길 끝에 행복이 기다릴 거야",손미나 지음,코알라컴퍼니,2023,982.702 손37ㄱ,9791198262004
세계시민을 위한 없는 나라 지리 이야,서태동 [외]지음,롤러코스터,2022,980 서688ㅅ c.2,9791191311129
나의 미국 인문 기행,서경식 지음;최재혁 옮김,반비(민음사),2024,984.202 서14ㄴ,9791192908878
이주하는 인류,샘 밀러 지음;최정숙 옮김,미래의창,2023,331.3 밀293ㅇ,9791192519135
셀마 대행진,박정주 지음;소복이 그림,그림씨,2021,342.3 박62ㅅ,9791189231422
이보다 더 좋을 수 있다,홍소영 지음,이유,2023,818 홍55ㅇ,9791189534417
삶을 견디는 기쁨,헤르만 헤세 지음;유혜자 옮김,문예춘추사,2024,854 헤58ㅅ,9788976046529
대장장이 왕. 5: 위대한 조언자 아녜시가 마법사 왕국의 예언자들을 상대한다,허교범 지음,위즈덤하우스,2023,813.7 허15ㄷ v.5,9791171711727
대장장이 왕. 4: 위대한 조언자 아녜시가 마법사 왕국의 예언자들을 상대한다,허교범 지음;최지수;구현성 [공]일러스트,위즈덤하우스,2023,813.7 허15ㄷ v.4,9791168128132
대장장이 왕. 3: 아리셀리스를 찾는 에이어리가 위대한 조언자의 집을 찾아간다,허교범 지음;최지수;구현성 [공]일러스트,위즈덤하우스,2023,813.7 허15ㄷ v.3,9791168126244
대장장이 왕. 2: 에이어리가 깨달음을 얻어 디하우트의 유산에 접근한다,허교범 지음,위즈덤하우스,2023,813.7 허15ㄷ v.2,9791168125674
대장장이 왕. 1: 젤레즈니 여왕 데네브가 한 곳에서 새로운 별이 나타나기를 기다린다,허교범 지음,위즈덤하우스,2020,813.7 허15ㄷ v.1,9791168124189
리틀 라이프. 2,한야 야나기하라 지음;권진아 옮김,시공사,2016,843.6 야192ㄹ v.2,9788952776389
리틀 라이프. 1,한야 야나기하라 지음;권진아 옮김,시공사,2016,843.6 야192ㄹ v.1,9788952776372
(10대라면 반드시 알아야 할)우리 고전 문학,한기호 지음,팬덤북스,2024,813.5 한17ㅇ,9791161692883
나는 메트로폴리탄 미술관의 경비원입니다,패트릭 브링리,웅진씽크빅,2023,848 브29ㄴ c.3,9788901276533
나는 메트로폴리탄 미술관의 경비원입니다,패트릭 브링리,웅진씽크빅,2023,848 브29ㄴ c.2,9788901276533
이처럼 사소한 것들,클레이 키건,다산북스,2023,843.6 키13ㅇ c.2,9791130646381
열다섯에 곰이라니,추정경 지음,다산책방(다산북스),2022,813.7 추62ㅇ,9791130695723
김수영 평전,최하림 지음,실천문학사,2018,811.609 최72ㄱ,9788939230323
원도,최진영 지음,한겨레,2024,813.7 최65원,9791172130374
오로라,최진영 지음,위즈덤하우스,2024,813.7 최65ㅇ,9791168127500
"속눈썹, 혹은 잃어버린 잠을 찾는 방법",최상희 지음,돌베개,2023,813.6 최52ㅅ,9791192836256
얼토당토않고 불가해한 슬픔에 관한 1831일의 보고서,조우리 지음,문학동네,2022,813.7 조96ㅇ,9788954699679
사과의 사생활,조우리 지음,위즈덤하우스,2023,813.7 조96ㅅ,9791168127838
흙에 발 담그면 나도 나무가 될까,정경하 글·그림,여름의서재,2024,481.104 정14ㅎ,9791198226747
다 하지 못한 말,임경선 지음,토스트,2024,813.7 임14ㄷ,9791197346521
소금 아이,이희영 지음,돌베개,2023,813.7 이78ㅅ,9791192836157
로열 로드에서 만나,이희영;심너울;전삼혜 [공]글,위즈덤하우스,2023,813.7 이78ㄹ,9791168125551
까대기,이종철 만화,보리,2019,C 818 이63ㄲ,9791163140399
읽어도 읽은 게 아니야!,이승화 지음,시간여행,2023,029.4 이56ㅇ,9791190301244
좋은 문장 표현에서 문장부호까지!,이수연 지음,마리북스,2024,802.041 이56ㅈ,9791193270134
여름을 한 입 베어 물었더니,이꽃님 지음,문학동네,2023,813.7 이83ㅇ,9788954694575
보편의 단어,이기주 지음,말글터,2024,814.7 이17ㅂ,9791195522170
너를 위한 B컷,이금이 지음,문학동네,2023,813.7 이16ㄴ,9788954693479
소년이 있었다,윤혜숙 지음,서해문집,2023,813.7 윤78ㅅ,9791192988191
메리골드 마음 사진관,윤정은 지음,북로망스,2024,813.7 윤62ㅁ,9791198530325
(문학교육을 위한)현대시작품론,윤여탁 외 지음,사회평론아카데미,2021,811.709 윤94ㅎ,9791167070180
변두리,유은실 지음,문학동네,2014,813.7 유96ㅂ,9788954626521
템페스트,윌리엄 셰익스피어 지음;신예용 옮김,미래와사람,2022,842 셰97ㅌ,9791166184314
"꽃길이 따로 있나, 내 삶이 꽃인 것을",오평선 지음,포레스트북스,2024,818 오694ㄲ,9791193506394
(문학교육을 위한)고전시가작품론,염은열;류수열;최홍원 [공]지음,사회평론아카데미,2019,811.09 염96ㄱ,9791189946258
가여운 것들,앨러스데어 그레이 지음;이운경 옮김,황금가지,2023,843.5 그298ㄱ,9791170522690
공존하는 소설,안보윤 외 지음;이혜연;김선산;김형태 [공]엮음,창비교육,2023,813.7 안45ㄱ,9791165702236
마트료시카의 밤,아쓰카와다쓰미 지음;이재원 옮김,Readbie(디앤씨미디어),2024,833.6 아886ㅁ,9791192738222
무명의 감정들,쑥 글·그림,Deep&wide(딥앤와이드),2023,818 쑥886ㅁ,9791191369465
춘향전,송창현 엮음;작가 미상,지식의숲(넥서스),2013,813.5 송662ㅊ c.2,9788967900694
춘향전,송창현 엮음;작가 미상,지식의숲(넥서스),2013,813.5 송662ㅊ,9788967900694
윤동주 평전,송우혜 지음,서정시학,2014,811.6099 송96ㅇ,9788998845490
불량 가족 레시피,손현주 지음,문학동네,2011,813.6 손74불 c.2,9788954613873
왜 읽는가,서영채 지음,나무나무,2021,029.4809 서94ㅇ,9788998529284
국어 교과서 작품 읽기:고등 소설. 2,서덕희;임요한 [공]엮음,창비,2017,813.7 국93 v.2,9788936458706
덜 불행하고 더 행복해질 너에게,산배 지음,일단,2023,818 산48덜,9791198075512
당신도 마음이 죽은 채 긴 밤을 걷고 있나요,산배 지음,일단,2022,818 산48ㄷ,9791198075574
사랑인 줄 알았는데 부정맥,전국유료실버타운협회;포푸라샤 편집부 [공]지음;이지수 옮김,포레스트북스(콘텐츠그룹 포레스트),2024,831.6 전16ㅅ,9791193506073
가족해방일지,보통사람들 지음,청어,2023,818 보685ㄱ,9791168551459
국어 교과서 작품 읽기:고등 소설. 1,박종오;오세호 [공]엮음,창비,2017,813.7 국93 v.1,9788936458690
서툰어른 처방전,박대선 지음,강한별,2022,818 박28ㅅ,9791192237121
눈물꽃 소년,박노해 글·그림,느린걸음,2024,814.62 박195ㄴ,9788991418363
괴담의 집,미쓰다신조 지음;현정수 옮김,북로드(더난),2015,833.6 미886ㄱ,9791185051710
내가 한 말을 내가 오해하지 않기로 함,문상훈 지음,위너스북,2024,818 문52ㄴ,9791189352745
"뚱보, 내 인생",미카엘 올리비에 지음;조현실 옮김,바람의아이들,2024,863 올297ㄸ,9791162102190
바다가 들리는 편의점. 2,마치다소노코 지음;황국영 옮김,모모(바이포엠 스튜디오),2023,833.6 마667ㅂ v.2,9791192579887
기타 1도 모르는데 4인조 밴드,마스이준코 지음;이현욱 옮김,뜨인돌,2023,833.6 마56ㄱ,9788958079446
"순결한 영혼, 윤동주",류양선 저,북페리타,2015,811.61099 류92ㅅ,9791195082186
"근대에 맞선 경계인, 김소월",남기혁 저,북페리타,2014,811.61099 남17ㄱ,9791195082155
좋아하기 때문에,나태주 지음,김영사,2024,814.7 나688ㅈ,9788934956938
그럼에도 파드되,나윤아 지음,뜨인돌,2023,813.7 나96ㄱ,9788958079477
"여기는 시장, 각오가 필요하지",김혜진 글,위즈덤하우스,2023,813.7 김78여,9791168126268
가을비 이야기,기시유스케 지음;이선희 옮김,비채(김영사),2023,833.6 기57ㄱ,9788934910886
열다섯 글로벌 경제학교,권오상 지음,데이스타(카시오페아),2024,327.04 권95ㅇ,9791168271692
토우의 집,권여선 지음,자음과모음,2020,813.7 권94ㅌ,9788954445474
처녀치마,권여선 지음,자음과모음,2014,813.7 권94ㅊ,9788957078242
아직 멀었다는 말,권여선 지음,문학동네,2020,813.7 권94아,9788954670630
비자나무 숲,권여선 지음,문학과지성사,2013,813.7 권94ㅂ,9788932023908
봄밤,권여선 지음;전승희 영역,아시아,2014,813.7 권94봄,9791156620129
레몬,권여선 지음,창비,2019,813.7 권94ㄹ,9788936434366
딸에게 주는 레시피,공지영 지음,한겨레출판,2023,814.6 공65딸2,9791160405828
행복을 물고 온 강아지. 2,고진미 지음;권세혁 그림,마인드큐브,2022,818 고65ㅎ v.2,9791188434596
행복을 물고 온 강아지. 1,고진미 지음;권세혁 그림,마인드큐브,2022,818 고65ㅎ v.1,9791188434589
글로 지은 집,강인숙 지음,열림원,2023,818 강97ㄱ c.3,9791170401544
On writing,by Stephen King,Scribner,2000,W 802 K52o,9781982159375
Things We Never Got Over,Lucy Score,That's What She Said,2022,W 843 S423h,9781945631832
Things We Left Behind ,by Lucy Score,Bloom Books ,2023,W 843 S423th,9781728276120
Things We Hide From The Light,by Lucy Score,Hodder & Stoughton,2023,W 843 S423t,9781399713771
People We Meet on Vacation,by Emily Henry,Berkley Books,2021,W 843 H521p,9781984806758
Reminders of him,by Colleen Hoover,Montlake,2022,W 843 H789r,9781542025607
It ends with us,by Colleen Hoover,Simon & Schuster,2016,W 843 H789i,9781471156267
Poor Things,by Alasdair Gray,Mariner Books,2023,W 843 G778p,9780063374683
대화의 정석,정흥수(흥버튼) 지음,Fika(피카),2023,802.54 정76ㄷ c.2,9791190299800
지금을 살지 못하는 당신에게,이지훈 지음,위즈덤하우스,2023,199.1 이65ㅈ,9791168128101
결혼해도 괜찮아,박혜란 글;윤정주 그림,나무를심는사람들,2015,591.8 박78ㄱ,9791186361009
오드리 헵번이 하는 말,김재용 지음,스토리닷,2019,818 김65오,9791188613090
엄마의 주례사,김재용 지음;소보로 사진,가디언,2022,332.22 김65ㅇ,9791167780386
우리말 백 마디 멋대로 사전,윤구병 글;이성인 엮음,보리,2022,710.4 윤16ㅇ,9791163142522
HACKERS APEX VOCA for the TOEFL iBT,해커스어학연구소 지음,해커스어학연구소(Hackers),2023,740.77 해673ㅎ,9788965425847
Word Smart 1+2,프린스턴리뷰팀 지음,넥서스,2023,744 프297ㅇ,9791166836343
MD VOCA 33000,문덕 지음,지수,2016,744 문23ㅇ,9788993432442
Word smart basic,C. L. Brentley 지음,넥서스,2015,744 브298ㅇ,9791157525645
Love & Chorus,황소라 편곡,비앤비,2015,679.515 황55ㄹ,9788965990635
파퓰러 합창곡집,차혜원 편곡,비앤비,2014,673.2 차78ㅍ,9788965990567
Seasons of LOVE,중앙아트편집부 편,중앙아트,2018,673.2 중92ㅅ,9788960575950
거의 모든 순간의 미술사,존-폴 스토나드 지음;윤영 옮김,까치(까치글방),2023,609 스685ㄱ,9788972917984
요즘 어른을 위한 최소한의 미술 100,이은화 지음,빅피시,2024,650.4 이96요,9791193128770
오랫동안 사랑받은 K-POP,손민혜 편,중앙아트,2018,676.511 손37ㅇ,9788960575936
너에게 들려주고 싶은 K-POP,손민혜 지음,중앙아트,2018,673.511 손37ㄴ,9788960575943
패스트 패션,기획집단 MOIM 지음;이해정 그림,그림씨,2022,588.1 모37ㅍ c.2,9791189231477
야구잡썰,강해인 외 지음,RHK(알에이치코리아),2024,695.704 강78ㅇ,9788925575186
동시대 미술의 파스카,가비노 김 지음,미진사,2021,609.906 김12ㄷ,9788940806494
"의료쇼핑, 나는 병원에 간다",최연호 지음,글항아리,2024,510.4 최94ㅇ,9791169091992
응급실에 아는 의사가 생겼다,최석재 지음,그리심어소시에이츠,2017,512.604 최53ㅇ,9791185627137
어느 채식의사의 고백,존 맥두걸 지음;강신원 옮김,사이몬북스,2022,517.548 맥26ㅇ,9791187330257
세계사를 바꾼 10가지 감염병,조지무쇼 편저;서수지 옮김,사람과나무사이,2021,513.97 조65ㅅ,9791188635498
글루코스 혁명,제시 인차우스페 지음;조수빈 옮김,아침사과(범문에듀케이션),2022,512.54 인662ㄱ,9791159433405
최고의 인테리어는 정리입니다,정희숙 지음,가나(가나문화콘텐츠),2020,595.4 정78ㅊ,9788957361030
염증 해방,정세연 지음,다산라이프(다산북스),2022,519.78 정58ㅇ,9791130694801
퍼펙트 게스,이인아 지음,21세기북스(북이십일),2024,511.1813 이97ㅍ,9791171173525
(한 권으로 읽는)미생물 세계사,이시히로유키 지음;서수지 옮김,사람과나무사이,2023,513.9709 이57ㅁ,9791188635764
(유현준의)인문 건축 기행,유현준 지음,을유문화사,2023,610.9 유74ㅇ c.2,9788932474892
아기 낳는 만화,쇼쇼 글·그림,위즈덤하우스,2018,C 516.5 쇼55ㅇ,9791162207482
적도에 펭귄이 산다,세레나 쟈코민;루카 페리 [공]지음;카테리나 프라탈로키 그림;음경훈 옮김,푸른숲주니어,2021,453.9 쟈675ㅈ,9791156753049
청소년을 위한 개념 있는 식생활,배혜림;이윤정 [공]글;김집순 그림,뜨인돌,2024,381.75 배78ㅊ,9788958070092
오늘도 약을 먹었습니다,박한슬 지음,북트리거(지학사),2020,518 박82ㅇ c.2,9791189799229
(진짜 하루만에 이해하는)반도체 산업,박진성 지음,T.W.I.G(티더블유아이지),2023,569.4 박65ㅂ,9791191590128
내 몸 혁명,박용우 지음,루미너스,2024,517.52 박95ㄴ,9791198553317
뇌는 행복을 기억하지 않는다,미츠쿠라야스에 지음;오시연 옮김,RHK(알에이치코리아),2023,181.7 미666ㄴ,9788925575841
지구부터 살리고 공부할게요,로쎌라 쾰러 글;일라리아 자넬라토 그림;황지영 옮김,마음이음,2023,334 쾰293ㅈ,9791192183572
(2024)원예학,남상용;박석근 [공]지음,RGB,2024,525 남52ㅇ,9788998180393
만약은 없다,남궁인 지음,문학동네,2016,818 남16ㅁ c.2,9788954641500
반도체가 그렇게 중요한가요?,김보미;채인택 [공]글;JUNO 그림,서해문집,2023,569.4 김45ㅂ,9791192988283
핵무기의 모든 것,기획집단 MOIM 글;이크종 그림,그림씨,2023,349.9 모97ㅎ,9791189231514
나라는 착각,그레고리 번스 지음;홍우진 옮김,흐름,2024,511.1813 번56ㄴ,9788965966197
살아남은 세 개의 숲 이야기,공주영 글;공인영 그림,주니어태학,2023,539.9 공64ㅅ,9791168101418
대학 지구과학개론,한국지구과학회교재편찬위원회 [편],북스힐,2024,450 한16ㄷ,9791159715655
아이는 무엇으로 자라는가,버지니아 사티어 지음;강유리 옮김,포레스트북스(콘텐츠그룹 포레스트),2023,598.1 사687ㅇ c.2,9791193506202
아이는 무엇으로 자라는가,버지니아 사티어 지음;강유리 옮김,포레스트북스(콘텐츠그룹 포레스트),2023,598.1 사687ㅇ,9791193506202
기후위기 시대의 지구과학 수업,김지영;서윤희 [공]지음,한언,2024,450 김65ㄱ,9788955969719
"인류세, 엑소더스",가이아 빈스 지음;김명주 옮김,곰,2023,453 빈56ㅇ,9791189327255
(홍성욱의)그림으로 읽는 과학사,홍성욱 지음,김영사,2023,409 홍53ㄱ,9788934956815
수학자 도감,혼마루료 지음;김소영 옮김,뜨인돌,2023,410 혼32ㅅ,9788958079736
나 없이는 존재하지 않는 세상,카를로 로벨리,쌤앤파커스,2023,420.13 로43ㄴ c.2,9791165348472
"미적분, 초등도 풀 만큼 쉽게 가르쳐주마",조안호 지음,동양북스(동양문고),2024,414 조92ㅁ,9791172100124
꼬리에 꼬리를 무는 호모 사피엔스,정주혜 지음,주니어태학,2023,472 정64ㄲ,9791168102040
파브르 식물기,장앙리 파브르 지음;조은영 옮김,휴머니스트(휴머니스트출판그룹),2023,481.508 파46ㅍ,9791170870432
